Disease name:	Cholangiocarcinoma
miRNA_name	PMID	Description	Causality
hsa-mir-505	33301605	In summary, the DLGAP1-AS2/miR-505/GALNT10 axis may contribute to regulating the malignant progression of CCA and may have potential as a novel target for CCA therapy.	Unknown
hsa-mir-421	35435120	These findings demonstrate that circSETD3 inhibits proliferation and induces apoptosis in CCA cells by regulating the miR-421/BMF axis, indicating its potential as a promising candidate for CCA therapy.	Unknown
hsa-mir-513a	34903127	TTN-AS1 induced CCA cell growth and metastasis via the miR-513a-5p/SFN pathway, which offers a new strategy for therapeutic interventions for CCA.	Unknown
hsa-mir-451a	32710569	In addition, we identified miR-451a and miR3p as putative tumour suppressors attenuating cell migration by inhibiting ATF2 in the process of dCCA tumorigenesis.	Unknown
hsa-mir-129-2	32231727	These results will aid in elucidating the roles of miR-129-2-3p in ICC, and suggest that this miRNA may provide a potential target for the treatment of ICC.	Unknown
hsa-mir-432	34898474	The promoting effect of circ-ZNF609 on cholangiocarcinoma is achieved via oncogene LRRC1 up-regulation through targeting miR5p by endogenous competitive RNA mechanism. Overall, YY1/eIF4A3/circ-ZNF609/miR5p/LRRC1 have a significant role in progression of cholangiocarcinoma, and circ-ZNF609 is expected to become a novel biomarker for targeted therapy and prognosis evaluation of cholangiocarcinoma.	Unknown
hsa-mir-196	35466323	In summary, we successfully depict the oncogenic role of miR-196-5p in promoting cell proliferation and migration in CCA via HAND1/Wnt/beta-catenin axis.	Unknown
hsa-mir-188	36121635	However, interfering MALAT1-miR-188-5p-PSMD10 axis could inhibit the occurrence and development of cholangiocarcinoma.	Unknown
hsa-mir-296	31565837	In conclusion, ZFAS1 might promote cholangiocarcinoma proliferation and metastasis by modulating USF1 via miR5p.	Unknown
hsa-mir-541	31590696	Dicer silencing down-regulated miR5p and miR5p expression, which targeted and promoted CyclinD1 and CDK6 expression in ICC cells. CONCLUSIONS: Our findings uncover that CyclinD1 inhibits Dicer expression by chromatin modification to reduce miR5p/miR5p expression, which positively-feedback enhances CyclinD1 and CDK6 expression and progression of ICC.	Unknown
hsa-mir-1914	31590696	Dicer silencing down-regulated miR5p and miR5p expression, which targeted and promoted CyclinD1 and CDK6 expression in ICC cells. CONCLUSIONS: Our findings uncover that CyclinD1 inhibits Dicer expression by chromatin modification to reduce miR5p/miR5p expression, which positively-feedback enhances CyclinD1 and CDK6 expression and progression of ICC.	Unknown
hsa-mir-133b	31978895	In addition, malignant phenotypes of CCA promoted by ZEB1-AS1 dysregulation were rescued separately through interfering miR-133b and HOXB8, suggesting AR/ZEB1-AS1/miR-133b/HOXB8 exerted crucial functions in tumorigenesis and progression of CCA.	Unknown
hsa-mir-29	30582202	To summarize, miR-329 inhibited the expression of PTTG1 to inactivate the MAPK signaling pathway, thus suppressing the CCA progression, thereby providing a therapeutic basis for the CCA treatment.	Unknown
hsa-mir-520c	32857725	SP1/HOXD-AS1/miR-520c-3p/MYCN plays a vital role in initiation and progression of CCA, and HOXD-AS1 is expected to be an efficient biomarker and therapeutic target.	Unknown
hsa-mir-1297	33790648	"In addition, the function study showed that GAS5 acted as a ""sponge"" to downregulate hsa-miR-1297, thus modulating CCA cell proliferation and invasion. CONCLUSION: GAS5 acts as an endogenous sponge of hsa-miR-1297 to promote CCA cell proliferation and invasion, which might be a potential biomarker and therapeutic target for CCA."	Unknown
hsa-mir-629	35490654	CONCLUSION: Upregulation of circ_0059961 augmented SFRP2 expression by targeting miR5p, which blocked cholangiocarcinoma tumor cell proliferation, migration, and invasion.	Unknown
hsa-mir-744	35346892	TM4SF1-AS1 served as tumor promoter of CCA via modulating miR-744-3p.	Unknown
hsa-mir-885	34170484	METHODS: Western blot and qRT-PCR assays were used to assess the expression of myotrophin (MTPN) and microRNA5p (miR5p) in CCA tissues and cells. CONCLUSION: Our data indicate that the ATO/miR5p/MTPN axis may serve as a target for improving the sensitivity of CCA cells to chemotherapy.	Unknown
hsa-mir-1236	34526098	By SILAC and circRNA-pull down, we demonstrated that circHMGCS1-016 induced ICC cell invasion and reshaped the tumor immune microenvironment via the miR3p/CD73 and GAL-8 axis. CONCLUSIONS: CircHMGCS1-016 is a forceful contributor in ICC development and immune tolerance via miR3p/CD73 and GAL-8 axis.	Unknown
hsa-mir-637	34290981	In all, HOTTIP modulates the sensitivity to CG in CCA through the HOTTIP/miR-637/LASP1 regulatory axis, providing a new opportunities for CCA treatment.	Unknown
hsa-mir-551b	32064660	Mechanistically, MIAT directly interacted with miR-551b-3p and inversely modulated miR3p level in CCA cells. MIAT contributed to the growth of CCA cells by targeting miR-551b-3p/CCND1 axis.	Unknown
hsa-mir-373	32125086	miR-373 targeted ULK1 to initiate inhibition of autophagy and subsequent promotion of apoptosis in cholangiocarcinoma cells.	Unknown
hsa-mir-493	36369960	Overall, our data suggest that CAFs in the ICC TME suppress CARTPT in tumor cells and promote tumor cells via miR-493-5p in EVs.	Unknown
hsa-mir-202	36400758	Mechanistically, linc00976 competitively interacted with miR-3202 to upregulate GPX4 expression, thus contributing to the malignant biological behavior of CCA cells. Accordingly, JUND promotes linc00976 transcription, and linc00976 plays a crucial role in accelerating CCA tumorigenesis and metastasis and inhibiting ferroptosis by modulating the miR-3202/GPX4 axis.	Unknown
hsa-mir-641	32423991	CDR1as and miR-641 could be considered therapeutic targets for CCA.	Unknown
hsa-mir-3913	33490245	Therefore, miR-3913 may serve as a biomarker for the diagnosis and prognosis of patients with CCA.	Unknown
hsa-mir-1	28098904	has-miR-96, has-miR-1 and has-miR-25, may be potential therapeutic targets for the future treatment of ICC	NO
hsa-mir-101	26299768	In conclusion, the present study identified important roles for miR-101 and VEGF-C in ICC, suggesting that miR-101/VEGF-C signaling may be a promising diagnostic and/or therapeutic target for ICC.	YES
hsa-mir-103	25880914	In this study, a 30-miRNA signature for distinguishing ICC from NIBD, and a 3-miRNA signature for evaluating prognosis of ICC were established, which might be able to serve as biomarkers for prognosis of ICC. Further studies focusing on these miRNAs may shed light on the mechanisms associated with ICC pathogenesis and progression.	NO
hsa-mir-106a	26534789	Together, reduced expression of serum miR-106a is a powerful prognostic indicator for CCA patients. The dismal outcome of these CCA patients might correlate with a higher risk of lymph node metastasis.	NO
hsa-mir-106b	29286255	miR-106b-responsive gene landscape identifies regulation of Kruppel-like factor family	NO
hsa-mir-106b	28881782	miR-106b regulates the 5-fluorouracil resistance by targeting Zbtb7a in cholangiocarcinoma	NO
hsa-mir-122	27472451	MiR-122 overexpression reduced cell invasion and migration ability, and inhibited cell apoptosis and p53 expression. Inhibiting miR-122 caused the opposite results.	YES
hsa-mir-122	26686459	MiR-122 expression was significantly weaker in CC tissues, and miR-122 overexpression might play pivotal roles in inhibiting proliferation, stimulating apoptosis and suppressing invasion of CC cells, suggesting a new target for CC diagnosis and treatment.	YES
hsa-mir-122	26825606	The results indicate that HNF6 may serve as a tumor suppressor by regulating miR-122, and its overexpression may represent a mechanism-based therapy for CCA.	NO
hsa-mir-122	28832247	miRNA profiling for diagnosis, prognosis and stratification of cancer treatment in cholangiocarcinoma.	NO
hsa-mir-124-1	22819820	Epigenetic regulation of miR-124 by Hepatitis C Virus core protein promotes migration and invasion of intrahepatic cholangiocarcinoma cells by targeting SMYD3.	NO
hsa-mir-124-2	22819820	Epigenetic regulation of miR-124 by Hepatitis C Virus core protein promotes migration and invasion of intrahepatic cholangiocarcinoma cells by targeting SMYD3.	NO
hsa-mir-125b	26455324	We also found that enforced expression of let-7c, miR-99a or miR-125b could reduce the activity of STAT3 and further suppress CCA tumorigenicity in vivo and inhibit the migration and invasion of CCA cells in vitro.	YES
hsa-mir-126	23458262	Concomitant dysregulation of microRNAs miR-151-3p and miR-126 correlates with improved survival in resected cholangiocarcinoma	NO
hsa-mir-126	30042823	High miR-126, low miR-128 and TEMs were independent prognostic factors for recurrence-free and overall survival	NO
hsa-mir-1275	25903557	The association of unique miRNA profiles with different ICC subtypes suggests the involvement of specific miRNAs during ICC tumor progression. In plasma, an eight-miRNA signature associated with ICC could form the foundation of an accessible (plasma-based) miRNA-based biomarker for the early detection of ICC.	NO
hsa-mir-128	30042823	High miR-126, low miR-128 and TEMs were independent prognostic factors for recurrence-free and overall survival	NO
hsa-mir-138	23446431	Downregulation of microRNA-138 enhances the proliferation, migration and invasion of cholangiocarcinoma cells through the upregulation of RhoC/p-ERK/MMP-2/MMP-9.	NO
hsa-mir-141	17355635	These include miR-200b and miR-141 which have been shown to be highly overexpressed in malignant cholangiocytes and in colon carcinoma.	NO
hsa-mir-141	16762633	MiR-21, miR-141, and miR-200b were highly over-expressed in malignant cholangiocytes.	NO
hsa-mir-141	30165035	the hsa-miR-205-5p and miR-200 family members were markedly up-regulated for 600-1500 folds, whereas the miR-199 family members and their clustered miRNA, hsa-miR-214-3p, were down-regulated for 1000-2000 folds	NO
hsa-mir-144	25479763	miR-144 was reduced in CCA tissues and suggested that miR-144 may be an essential suppresser of CCA cell proliferation and invasion through targeting LIS1.	YES
hsa-mir-145	26255969	MiR-145 functions as a tumor suppressor targeting NUAK1 in human intrahepatic cholangiocarcinoma.	YES
hsa-mir-146a	24918778	Significant variability was observed in the temporal function of all six miRNAs, which may play an important role in the development of CCA.	NO
hsa-mir-146a	25880914	In this study, a 30-miRNA signature for distinguishing ICC from NIBD, and a 3-miRNA signature for evaluating prognosis of ICC were established, which might be able to serve as biomarkers for prognosis of ICC. Further studies focusing on these miRNAs may shed light on the mechanisms associated with ICC pathogenesis and progression.	NO
hsa-mir-146b	29095255	Both plasma and tumor tissue miR-146a high expression correlates with prolonged overall survival of surgical patients with intrahepatic cholangiocarcinoma.	NO
hsa-mir-148a	20146264	These data indicate that IL-6 can regulate the activity of DNMT-1 and expression of methylation-dependent tumor suppressor genes by modulation of miR-148a and miR-152, and provide a link between this inflammation-associated cytokine and oncogenesis in cholangiocarcinoma.	YES
hsa-mir-150	27658773	Profiling of downregulated blood-circulating miR-150-5p as a novel tumor marker for cholangiocarcinoma.	NO
hsa-mir-150	25482320	combination of these two markers improved the power of screening ICC. Moreover, on the basis of the plasma miR-150 level, 15 ICC patients were divided into a low or high expression group. We found that plasma miR-150 is a potential diagnostic biomarker for ICC.	NO
hsa-mir-151	23458262	Concomitant dysregulation of microRNAs miR-151-3p and miR-126 correlates with improved survival in resected cholangiocarcinoma	NO
hsa-mir-152	20146264	These data indicate that IL-6 can regulate the activity of DNMT-1 and expression of methylation-dependent tumor suppressor genes by modulation of miR-148a and miR-152, and provide a link between this inflammation-associated cytokine and oncogenesis in cholangiocarcinoma.	YES
hsa-mir-155	24918778	Significant variability was observed in the temporal function of all six miRNAs, which may play an important role in the development of CCA.	NO
hsa-mir-16	28915618	Suppression of miR-16 promotes tumor growth and metastasis through reversely regulating YAP1 in human cholangiocarcinoma.	YES
hsa-mir-17	25239565	miR-17-92 cluster promotes cholangiocarcinoma growth: evidence for PTEN as downstream target and IL-6/Stat3 as upstream activator.	YES
hsa-mir-18	25239565	miR-17-92 cluster promotes cholangiocarcinoma growth: evidence for PTEN as downstream target and IL-6/Stat3 as upstream activator.	YES
hsa-mir-181c	27533020	Down-regulation of NDRG2 and overexpression of miR-181c or LIF are significantly associated with a poorer overall survival (OS) in CCA patients.	NO
hsa-mir-191	30235453	miR-191 Inhibition Induces Apoptosis Through Reactivating Secreted Frizzled-Related Protein-1 in Cholangiocarcinoma.	NO
hsa-mir-192	26456596	We found that miR-192 was significantly higher in O. viverrini infected, PDF and also CCA groups (p<0.05) than in healthy controls.	NO
hsa-mir-192	25131257	This finding indicates that elevated levels of miR-192 may be involved in CCA genesis and have a potential utility as a noninvasive prognostic indicator for CCA patients.	NO
hsa-mir-193a	25903557	The association of unique miRNA profiles with different ICC subtypes suggests the involvement of specific miRNAs during ICC tumor progression. In plasma, an eight-miRNA signature associated with ICC could form the foundation of an accessible (plasma-based) miRNA-based biomarker for the early detection of ICC.	NO
hsa-mir-194	26864161	miR-483-5p and miR-194 showed deregulated expression in CC compared with controls.	NO
hsa-mir-195	27474881	Extracellular vesicles carry microRNA-195 to intrahepatic cholangiocarcinoma and improve survival in a rat model.	NO
hsa-mir-199	25217977	the cell proliferation and inhibition of tumor suppression mediated by these miRNAs is common to both cancerous and non-cancerous cells.	NO
hsa-mir-199a	30165035	the hsa-miR-205-5p and miR-200 family members were markedly up-regulated for 600-1500 folds, whereas the miR-199 family members and their clustered miRNA, hsa-miR-214-3p, were down-regulated for 1000-2000 folds	NO
hsa-mir-199b	25903557	The association of unique miRNA profiles with different ICC subtypes suggests the involvement of specific miRNAs during ICC tumor progression. In plasma, an eight-miRNA signature associated with ICC could form the foundation of an accessible (plasma-based) miRNA-based biomarker for the early detection of ICC.	NO
hsa-mir-199b	30165035	the hsa-miR-205-5p and miR-200 family members were markedly up-regulated for 600-1500 folds, whereas the miR-199 family members and their clustered miRNA, hsa-miR-214-3p, were down-regulated for 1000-2000 folds	NO
hsa-mir-19a	25239565	miR-17-92 cluster promotes cholangiocarcinoma growth: evidence for PTEN as downstream target and IL-6/Stat3 as upstream activator.	YES
hsa-mir-19b-1	25239565	miR-17-92 cluster promotes cholangiocarcinoma growth: evidence for PTEN as downstream target and IL-6/Stat3 as upstream activator.	YES
hsa-mir-200a	24918778	Significant variability was observed in the temporal function of all six miRNAs, which may play an important role in the development of CCA.	NO
hsa-mir-200a	26586458	MiR-200a may suppress the proliferative and invasive ability of REB cells. The reduced miR-200a expression might be correlated with the development and progression of CCA.	NO
hsa-mir-200a	30165035	the hsa-miR-205-5p and miR-200 family members were markedly up-regulated for 600-1500 folds, whereas the miR-199 family members and their clustered miRNA, hsa-miR-214-3p, were down-regulated for 1000-2000 folds	NO
hsa-mir-200b	17355635	These include miR-200b and miR-141 which have been shown to be highly overexpressed in malignant cholangiocytes and in colon carcinoma.	NO
hsa-mir-200b	24169343	Our study shows that miR-200b/c has a critical role in the regulation of the tumorigenic and metastatic capacity of cholangiocarcinoma and reveals the probable underlying mechanisms.	NO
hsa-mir-200b	24918778	Significant variability was observed in the temporal function of all six miRNAs, which may play an important role in the development of CCA.	NO
hsa-mir-200b	16762633	MiR-21, miR-141, and miR-200b were highly over-expressed in malignant cholangiocytes.	NO
hsa-mir-200b	30165035	the hsa-miR-205-5p and miR-200 family members were markedly up-regulated for 600-1500 folds, whereas the miR-199 family members and their clustered miRNA, hsa-miR-214-3p, were down-regulated for 1000-2000 folds	NO
hsa-mir-200c	26864161	miR-200c was found to be expressed differentially in PSC versus controls	NO
hsa-mir-200c	22707408	Inactivation of miR-200c resulted in an induction of EMT, whereas activation of miR-200c led to a reduction of EMT including a reduced cell migration and invasion in ICC cells.	NO
hsa-mir-200c	24169343	Our study shows that miR-200b/c has a critical role in the regulation of the tumorigenic and metastatic capacity of cholangiocarcinoma and reveals the probable underlying mechanisms.	NO
hsa-mir-200c	26855082	The ability of the combined PCX/miR-200c treatment to obstruct two migratory pathways represents a promising antimetastatic strategy in cholangiocarcinoma.	NO
hsa-mir-200c	30165035	the hsa-miR-205-5p and miR-200 family members were markedly up-regulated for 600-1500 folds, whereas the miR-199 family members and their clustered miRNA, hsa-miR-214-3p, were down-regulated for 1000-2000 folds	NO
hsa-mir-203	26464713	Our findings suggest that miR-203 expression was an independent poor prognostic factor for CCA patient overall survival. Therefore, miR-203 may serve as a valuable prognostic marker and promising treatment target for CCA.	NO
hsa-mir-204	24280681	These findings suggest that miR-204 plays negative roles in the invasive and/or metastatic potential of ICC, and that its suppressive effects are mediated by repressing Slug expression.	YES
hsa-mir-205	24147037	miRNA expression profiling was used to identify key miRNAs that regulate Gem sensitivity in CCA cells, and software that predicts miRNA targets was used to identify promising target genes for anti-tumor therapies.	NO
hsa-mir-205	30165035	the hsa-miR-205-5p and miR-200 family members were markedly up-regulated for 600-1500 folds, whereas the miR-199 family members and their clustered miRNA, hsa-miR-214-3p, were down-regulated for 1000-2000 folds	NO
hsa-mir-20a	25239565	miR-17-92 cluster promotes cholangiocarcinoma growth: evidence for PTEN as downstream target and IL-6/Stat3 as upstream activator.	YES
hsa-mir-21	27685844	Circulating Plasma Levels of MicroRNA-21 and MicroRNA-221 Are Potential Diagnostic Markers for Primary Intrahepatic Cholangiocarcinoma.	NO
hsa-mir-21	26456596	MiR-21 was significantly higher in PDF and CCA groups (p<0.05) than in healthy controls.	NO
hsa-mir-21	29516989	serum miR-21 was a promising biomarker for diagnosing the late stage CCA and would have potential to be a useful prognostic biomarker of CCA	NO
hsa-mir-21	25769721	anti-miR-21 treatment reduced liver tumor growth and prevented tumor development.	YES
hsa-mir-21	22213145	Based on our data, we conclude that Ars2 is overexpressed in human CCA and may be a diagnostic marker. Ars2 depletion increases PTEN and PDCD4 protein levels via the reduction of miR-21.	NO
hsa-mir-21	24918778	Significant variability was observed in the temporal function of all six miRNAs, which may play an important role in the development of CCA.	NO
hsa-mir-21	28197636	miR-21 and KLF4 jointly augment epithelial‑mesenchymal transition via the Akt/ERK1/2 pathway.	NO
hsa-mir-21	22770403	PTEN and PDCD4 are bona fide targets of microRNA-21 in human cholangiocarcinoma.	NO
hsa-mir-21	23254774	These data indicated that TPM1 is downregulated in HuCCT1 cells and that the Ras signaling pathway as well as DNA methylation, histone deacetylation and miR-21 upregulation play important roles in the suppression of TPM1 expression in HuCCT1 cells. Thus, compounds that inhibit genetic and epigenetic mechanisms may be promising agents in treating cholangiocarcinoma.	NO
hsa-mir-21	23480766	The expression level of miR-21 had an inverse correlation with the mRNA level of its target RECK, a metastasis suppressor, in human CCA	NO
hsa-mir-21	23621247	MicroRNA-21 regulates the invasion and metastasis in cholangiocarcinoma and may be a potential biomarker for cancer prognosis.	NO
hsa-mir-21	24699315	miR-21 targets 15-PGDH and promotes cholangiocarcinoma growth.	YES
hsa-mir-21	25803229	MiR-21 promotes intrahepatic cholangiocarcinoma proliferation and growth in vitro and in vivo by targeting PTPN14 and PTEN.	YES
hsa-mir-21	26191158	MicroRNA-21 regulates biological behavior by inducing EMT in human cholangiocarcinoma.	YES
hsa-mir-21	30050323	miR-21 may be a promising biomarker for diagnosis and prognosis of CCA	NO
hsa-mir-21	16762633	MiR-21, miR-141, and miR-200b were highly over-expressed in malignant cholangiocytes.	NO
hsa-mir-21	17531469	Recently Meng et al. showed that miR-21 is also overexpressed in malignant cholangiocarcinomas, a highly chemoresistant cancer type, knockdown of miR-21 sensitised cholangiocarcinoma cell lines for treatment with gemcitabin, whereas transfection of non-malignant cholangiocytes with precursor miR-21 made cells more resistant to gemcitabin.	NO
hsa-mir-21	19296468	miR-21: overexpressed	NO
hsa-mir-210	29953500	Potential role of HIF-1-responsive microRNA210/HIF3 axis on gemcitabine resistance in cholangiocarcinoma cells.	NO
hsa-mir-210	30214622	Cholangiocarcinoma therapy with nanoparticles that combine downregulation of MicroRNA-210 with inhibition of cancer cell invasiveness.	NO
hsa-mir-214	22540680	Downregulated miR-214 contributes to intrahepatic cholangiocarcinoma metastasis by targeting Twist.	YES
hsa-mir-214	30165035	the hsa-miR-205-5p and miR-200 family members were markedly up-regulated for 600-1500 folds, whereas the miR-199 family members and their clustered miRNA, hsa-miR-214-3p, were down-regulated for 1000-2000 folds	NO
hsa-mir-216a	25880914	In this study, a 30-miRNA signature for distinguishing ICC from NIBD, and a 3-miRNA signature for evaluating prognosis of ICC were established, which might be able to serve as biomarkers for prognosis of ICC. Further studies focusing on these miRNAs may shed light on the mechanisms associated with ICC pathogenesis and progression.	NO
hsa-mir-216b	25880914	In this study, a 30-miRNA signature for distinguishing ICC from NIBD, and a 3-miRNA signature for evaluating prognosis of ICC were established, which might be able to serve as biomarkers for prognosis of ICC. Further studies focusing on these miRNAs may shed light on the mechanisms associated with ICC pathogenesis and progression.	NO
hsa-mir-217	25880914	In this study, a 30-miRNA signature for distinguishing ICC from NIBD, and a 3-miRNA signature for evaluating prognosis of ICC were established, which might be able to serve as biomarkers for prognosis of ICC. Further studies focusing on these miRNAs may shed light on the mechanisms associated with ICC pathogenesis and progression.	NO
hsa-mir-22	29406621	MicroRNA (miR)-433 and miR-22 dysregulations induce histone-deacetylase-6 overexpression and ciliary loss in cholangiocarcinoma.	NO
hsa-mir-221	27685844	Circulating Plasma Levels of MicroRNA-21 and MicroRNA-221 Are Potential Diagnostic Markers for Primary Intrahepatic Cholangiocarcinoma.	NO
hsa-mir-221	24918778	Significant variability was observed in the temporal function of all six miRNAs, which may play an important role in the development of CCA.	NO
hsa-mir-221	27280413	no correlation was found between the expression levels of these molecular markers and histopathological differentiation grade.	NO
hsa-mir-221	24147037	miRNA expression profiling was used to identify key miRNAs that regulate Gem sensitivity in CCA cells, and software that predicts miRNA targets was used to identify promising target genes for anti-tumor therapies.	NO
hsa-mir-222	26864161	a difference in the expression of miR-222 and miR-483-5p in CC versus PSC	NO
hsa-mir-224	26573191	IL-6 may promote the invasive and metastatic properties of CCA through upregulated miR-224. Studies of the differentially expressed serum miRNAs in CCA may help to further elucidate the pathogenic processes of this disease and aid in the development of a novel and effective therapeutic strategy.	NO
hsa-mir-24	28087162	miR-24 Inhibition Increases Menin Expression and Decreases Cholangiocarcinoma Proliferation.	NO
hsa-mir-25	21953056	miR-25 targets TRAIL death Receptor-4 and promotes apoptosis resistance in cholangiocarcinoma.	NO
hsa-mir-25	28098904	has-miR-96, has-miR-1 and has-miR-25, may be potential therapeutic targets for the future treatment of ICC	NO
hsa-mir-26a	26087181	Serum miR-26a as a diagnostic and prognostic biomarker in cholangiocarcinoma.	NO
hsa-mir-26a	25691459	Omega-3 Polyunsaturated Fatty Acids Upregulate 15-PGDH Expression in Cholangiocarcinoma Cells by Inhibiting miR-26a/b Expression.	NO
hsa-mir-26a-1	22484120	MicroRNA-26a Promotes Cholangiocarcinoma Growth by Activating beta-catenin.	YES
hsa-mir-26a-2	22484120	MicroRNA-26a Promotes Cholangiocarcinoma Growth by Activating beta-catenin.	YES
hsa-mir-26b	25691459	Omega-3 Polyunsaturated Fatty Acids Upregulate 15-PGDH Expression in Cholangiocarcinoma Cells by Inhibiting miR-26a/b Expression.	NO
hsa-mir-29a	26441331	TGF-β1/miR-29a/HDAC4 pathway contributes to the pathogenesis of cholangiocarcinoma and our data provide new therapeutic targets for cholangiocarcinoma.	YES
hsa-mir-29b	24147037	miRNA expression profiling was used to identify key miRNAs that regulate Gem sensitivity in CCA cells, and software that predicts miRNA targets was used to identify promising target genes for anti-tumor therapies.	NO
hsa-mir-30e	29662654	Extracellular vesicle-encapsulated miR-30e suppresses cholangiocarcinoma cell invasion and migration via inhibiting epithelial-mesenchymal transition	NO
hsa-mir-320a	25903557	The association of unique miRNA profiles with different ICC subtypes suggests the involvement of specific miRNAs during ICC tumor progression. In plasma, an eight-miRNA signature associated with ICC could form the foundation of an accessible (plasma-based) miRNA-based biomarker for the early detection of ICC.	NO
hsa-mir-338	25880914	In this study, a 30-miRNA signature for distinguishing ICC from NIBD, and a 3-miRNA signature for evaluating prognosis of ICC were established, which might be able to serve as biomarkers for prognosis of ICC. Further studies focusing on these miRNAs may shed light on the mechanisms associated with ICC pathogenesis and progression.	NO
hsa-mir-34a	28923203	Epigenetic Silencing of miRNA-34a in Human Cholangiocarcinoma via EZH2 and DNA Methylation: Impact on Regulation of Notch Pathway.	NO
hsa-mir-34a	26923637	The inhibition of miR-34a decreased proliferation, migration and invasion in cholangiocarcinoma cells.	YES
hsa-mir-34a	26077733	microRNA-34a inhibits epithelial mesenchymal transition in human cholangiocarcinoma by targeting Smad4 through transforming growth factor-beta/Smad pathway.	YES
hsa-mir-370	28545228	Aberrant DNA Methylation as a Biomarker and a Therapeutic Target of Cholangiocarcinoma.	NO
hsa-mir-370	23110045	Silencing of miR-370 in human cholangiocarcinoma by allelic loss and interleukin-6 induced maternal to paternal epigenotype switch	YES
hsa-mir-373	21165562	Methyl-CpG binding protein MBD2 is implicated in methylation-mediated suppression of miR-373 in hilar Cholangiocarcinoma.	NO
hsa-mir-373	21086164	miR-373 is one negative regulator of MBD2. In hilar cholangiocarcinoma, down-expression of miR-373 leads to increase of MBD2, which in turn suppresses the methylation-mediated gene such as RASSF1A.	NO
hsa-mir-373	22876037	Mutual regulation between microRNA-373 and methyl-CpG-binding domain protein 2 in hilar cholangiocarcinoma.	NO
hsa-mir-376c	23922722	MiR-376c down-regulation accelerates EGF-dependent migration by targeting GRB2 in the HuCCT1 human intrahepatic cholangiocarcinoma cell line.	YES
hsa-mir-383	30145803	miR-383 promotes cholangiocarcinoma cell proliferation, migration, and invasion through targeting IRF1.	YES
hsa-mir-429	27593557	Cadherin-6 is a putative tumor suppressor and target of epigenetically dysregulated miR-429 in cholangiocarcinoma.	NO
hsa-mir-429	30165035	the hsa-miR-205-5p and miR-200 family members were markedly up-regulated for 600-1500 folds, whereas the miR-199 family members and their clustered miRNA, hsa-miR-214-3p, were down-regulated for 1000-2000 folds	NO
hsa-mir-433	29406621	MicroRNA (miR)-433 and miR-22 dysregulations induce histone-deacetylase-6 overexpression and ciliary loss in cholangiocarcinoma.	NO
hsa-mir-483	26864161	whereas miR-483-5p and miR-194 showed deregulated expression in CC compared with controls	NO
hsa-mir-483	25903557	The association of unique miRNA profiles with different ICC subtypes suggests the involvement of specific miRNAs during ICC tumor progression. In plasma, an eight-miRNA signature associated with ICC could form the foundation of an accessible (plasma-based) miRNA-based biomarker for the early detection of ICC.	NO
hsa-mir-494	22785131	Coordinated effects of microRNA-494 induce G/M arrest in human cholangiocarcinoma.	NO
hsa-mir-494	30314946	MicroRNA-494-dependent WDHDI inhibition suppresses epithelial-mesenchymal transition, tumor growth and metastasis in cholangiocarcinoma.	NO
hsa-mir-494	21809359	miRNA-494 downregulated in human cholangiocarcinoma controls cell cycle through multiple targets involved in the G1/S checkpoint.	NO
hsa-mir-505	25903557	The association of unique miRNA profiles with different ICC subtypes suggests the involvement of specific miRNAs during ICC tumor progression. In plasma, an eight-miRNA signature associated with ICC could form the foundation of an accessible (plasma-based) miRNA-based biomarker for the early detection of ICC.	NO
hsa-mir-5095	29620172	Long noncoding RNA LINC01296 promotes tumor growth and progression by sponging miR-5095 in human cholangiocarcinoma.	YES
hsa-mir-513	25880914	In this study, a 30-miRNA signature for distinguishing ICC from NIBD, and a 3-miRNA signature for evaluating prognosis of ICC were established, which might be able to serve as biomarkers for prognosis of ICC. Further studies focusing on these miRNAs may shed light on the mechanisms associated with ICC pathogenesis and progression.	NO
hsa-mir-605	25131931	MiR-605 represses PSMD10/Gankyrin and inhibits intrahepatic cholangiocarcinoma cell progression.	YES
hsa-mir-605	25131931	MiR-605 represses PSMD10/Gankyrin and inhibits intrahepatic cholangiocarcinoma cell progression.	YES
hsa-mir-652	25880914	In this study, a 30-miRNA signature for distinguishing ICC from NIBD, and a 3-miRNA signature for evaluating prognosis of ICC were established, which might be able to serve as biomarkers for prognosis of ICC. Further studies focusing on these miRNAs may shed light on the mechanisms associated with ICC pathogenesis and progression.	NO
hsa-mir-675	25880914	In this study, a 30-miRNA signature for distinguishing ICC from NIBD, and a 3-miRNA signature for evaluating prognosis of ICC were established, which might be able to serve as biomarkers for prognosis of ICC. Further studies focusing on these miRNAs may shed light on the mechanisms associated with ICC pathogenesis and progression.	NO
hsa-mir-874	25903557	The association of unique miRNA profiles with different ICC subtypes suggests the involvement of specific miRNAs during ICC tumor progression. In plasma, an eight-miRNA signature associated with ICC could form the foundation of an accessible (plasma-based) miRNA-based biomarker for the early detection of ICC.	NO
hsa-mir-92-1	25239565	miR-17-92 cluster promotes cholangiocarcinoma growth: evidence for PTEN as downstream target and IL-6/Stat3 as upstream activator.	YES
hsa-mir-92b	29749758	The high level of miR-92b was associated with adverse outcomes in cholangiocarcinoma patients	NO
hsa-mir-96	28098904	has-miR-96, has-miR-1 and has-miR-25, may be potential therapeutic targets for the future treatment of ICC	NO
